"date","emb_price","credit_spread","oil_price","vix"
"2016-04-08",110.05,4.3,80.24,15.36
"2016-04-11",110.54,4.26,82.24,16.26
"2016-04-12",110.69,4.15,85.12,14.85
"2016-04-13",111.15,4.05,84.08,13.84
"2016-04-14",111.29,3.99,83.84,13.72
"2016-04-15",111.35,4.01,82,13.62
"2016-04-18",111.41,4,81.36,13.35
"2016-04-19",111.84,3.87,83.52,13.24
"2016-04-20",111.93,3.74,86.08,13.28
"2016-04-21",111.53,3.74,85.76,13.95
"2016-04-22",111.36,3.73,86.08,13.22
"2016-04-25",110.91,3.75,84.4,14.08
"2016-04-26",111.01,3.7,86.48,13.96
"2016-04-27",111.51,3.72,89.12,13.77
"2016-04-28",111.74,3.68,89.76,15.22
"2016-04-29",111.63,3.74,90.4,15.7
"2016-05-02",111.2,3.76,88.4,14.68
"2016-05-03",110.95,3.9,85.92,15.6
"2016-05-04",110.69,3.96,86.32,16.05
"2016-05-05",110.94,4.02,87.2,15.91
"2016-05-06",111.09,4.06,87.68,14.72
"2016-05-09",110.81,4.1,85.44,14.57
"2016-05-10",111.3,4.03,87.92,13.63
"2016-05-11",111.56,3.99,90.72,14.69
"2016-05-12",111.78,3.94,91.6,14.41
"2016-05-13",111.85,4,90.96,15.04
"2016-05-16",111.91,3.91,94.08,14.68
"2016-05-17",111.83,3.87,95.36,15.57
"2016-05-18",110.75,3.78,93.6,15.95
"2016-05-19",110.37,3.92,94.32,16.33
"2016-05-20",110.48,3.84,94,15.2
"2016-05-23",110.49,3.84,93.28,15.82
"2016-05-24",110.75,3.77,94.56,14.42
"2016-05-25",111.06,3.71,96.24,13.9
"2016-05-26",111.1,3.75,95.6,13.43
"2016-05-27",111.04,3.74,95.84,13.12
"2016-05-31",110.98,3.71,94.96,14.19
"2016-06-01",110.92,3.75,95.44,14.2
"2016-06-02",111.12,3.76,94.88,13.63
"2016-06-03",112,3.84,94.56,13.47
"2016-06-06",112.21,3.75,96.32,13.65
"2016-06-07",112.39,3.69,97.76,14.05
"2016-06-08",112.98,3.63,99.44,14.08
"2016-06-09",112.84,3.67,98,14.64
"2016-06-10",112.41,3.79,94.96,17.03
"2016-06-13",112,3.86,94.08,20.97
"2016-06-14",111.49,3.99,93.84,20.5
"2016-06-15",111.93,3.97,91.76,20.14
"2016-06-16",111.95,4.08,89.12,19.37
"2016-06-17",111.84,3.97,93.28,19.41
"2016-06-20",112.6,3.8,95.28,18.37
"2016-06-21",112.51,3.8,95.12,18.48
"2016-06-22",113,3.77,93.92,21.17
"2016-06-23",113.27,3.65,95.84,17.25
"2016-06-24",112.31,4.08,91.2,25.76
"2016-06-27",112.65,4.29,89.52,23.85
"2016-06-28",113.48,4.2,91.76,18.75
"2016-06-29",114.62,4.02,94.32,16.64
"2016-06-30",115.15,4,92.56,15.63
"2016-07-01",115.06,3.92,94.24,14.77
"2016-07-05",115.32,3.97,89.44,15.58
"2016-07-06",115.48,3.94,90.64,14.96
"2016-07-07",115.44,3.83,86.56,14.76
"2016-07-08",116.36,3.71,86.64,13.2
"2016-07-11",116.69,3.53,85.2,13.54
"2016-07-12",116.29,3.38,89.52,13.55
"2016-07-13",116.35,3.49,86,13.04
"2016-07-14",116.4,3.37,86.96,12.82
"2016-07-15",116.37,3.34,87.92,12.67
"2016-07-18",116.21,3.35,86.56,12.44
"2016-07-19",116.24,3.37,85.6,11.97
"2016-07-20",116.19,3.31,85.84,11.77
"2016-07-21",116.19,3.33,83.92,12.74
"2016-07-22",116.2,3.32,83.36,12.02
"2016-07-25",115.91,3.32,81.04,12.87
"2016-07-26",115.58,3.37,80.64,13.05
"2016-07-27",116.1,3.41,79.2,12.83
"2016-07-28",115.82,3.45,77.36,12.72
"2016-07-29",116.19,3.53,78.08,11.87
"2016-08-01",115.25,3.61,75.28,12.44
"2016-08-02",114.98,3.63,74.64,13.37
"2016-08-03",115.14,3.62,77.52,12.86
"2016-08-04",115.91,3.57,78.72,12.42
"2016-08-05",115.61,3.41,78.88,11.39
"2016-08-08",116.3,3.38,80.8,11.5
"2016-08-09",116.84,3.35,80.56,11.66
"2016-08-10",117.18,3.38,78.16,12.05
"2016-08-11",117,3.3,81.68,11.68
"2016-08-12",117.5,3.34,84,11.55
"2016-08-15",117.64,3.25,86.08,11.81
"2016-08-16",117.33,3.2,87.36,12.64
"2016-08-17",117.69,3.23,87.92,12.19
"2016-08-18",117.97,3.24,90.4,11.43
"2016-08-19",117.42,3.19,90.72,11.34
"2016-08-22",117.57,3.23,87.76,12.27
"2016-08-23",117.67,3.19,88.7265,12.38
"2016-08-24",117.27,3.19,86.56,13.45
"2016-08-25",117.26,3.2,87.6,13.63
"2016-08-26",117.11,3.1,87.6,13.65
"2016-08-29",117.69,3.16,86.8,12.94
"2016-08-30",117.65,3.14,85.84,13.12
"2016-08-31",117.22,3.2,82.88,13.42
"2016-09-01",116.58,3.22,80.48,13.48
"2016-09-02",116.92,3.2,81.92,11.98
"2016-09-06",117.64,3.22,83.12,12.02
"2016-09-07",117.97,3.19,84.16,11.94
"2016-09-08",117.43,3.14,87.68,12.51
"2016-09-09",116.28,3.23,84.72,17.5
"2016-09-12",116.26,3.3,85.12,15.16
"2016-09-13",114.98,3.32,82.96,17.85
"2016-09-14",115.2,3.35,80.72,18.14
"2016-09-15",115.68,3.36,81.12,16.3
"2016-09-16",115.35,3.36,80,15.37
"2016-09-19",115.76,3.35,79.84,15.53
"2016-09-20",115.89,3.34,80.56,15.92
"2016-09-21",117.15,3.32,83.2,13.3
"2016-09-22",117.61,3.22,84.24,12.02
"2016-09-23",117.24,3.24,81.52,12.29
"2016-09-26",116.88,3.29,83.44,14.5
"2016-09-27",117.21,3.31,81.2,13.1
"2016-09-28",117.33,3.29,85.2,12.39
"2016-09-29",116.86,3.26,86.96,14.02
"2016-09-30",117.21,3.23,87.44,13.29
"2016-10-03",116.94,3.19,88.8,13.57
"2016-10-04",116.43,3.13,88.72,13.63
"2016-10-05",116.46,3.08,90.8,12.99
"2016-10-06",116.28,3.05,92.08,12.84
"2016-10-07",116.35,3.06,90.64,13.48
"2016-10-10",116.78,3.06,93.36,13.38
"2016-10-11",115.85,3.06,92.64,15.36
"2016-10-12",115.85,3.06,91.44,15.91
"2016-10-13",116.12,3.12,91.92,16.69
"2016-10-14",115.54,3.04,91.52,16.12
"2016-10-17",115.57,3.08,90.96,16.21
"2016-10-18",115.75,3.04,91.6,15.28
"2016-10-19",115.9,3,93.28,14.41
"2016-10-20",116,2.97,91.44,13.75
"2016-10-21",116.48,2.98,91.84,13.34
"2016-10-24",116.47,2.96,91.44,13.02
"2016-10-25",116.52,2.96,89.92,13.46
"2016-10-26",115.84,2.99,88.72,14.24
"2016-10-27",114.85,2.99,89.68,15.36
"2016-10-28",114.57,3.05,88.08,16.19
"2016-10-31",114.69,3.18,84.24,17.06
"2016-11-01",114.12,3.3,84.56,18.56
"2016-11-02",114,3.39,82.24,19.32
"2016-11-03",114.3,3.38,80.64,22.08
"2016-11-04",114.02,3.42,79.84,22.51
"2016-11-07",114.94,3.25,81.28,18.71
"2016-11-08",115.24,3.2,80.8,18.74
"2016-11-09",113.53,3.17,82.24,14.38
"2016-11-10",109.34,3.22,80.32,14.74
"2016-11-11",108.71,3.22,78.16,14.17
"2016-11-14",108.16,3.36,78.96,14.48
"2016-11-15",110.02,3.23,82.72,13.37
"2016-11-16",109.95,3.23,81.84,13.72
"2016-11-17",109.72,3.15,81.04,13.35
"2016-11-18",109.1,3.14,82.56,12.85
"2016-11-21",109.58,3.09,86.16,12.42
"2016-11-22",110.06,3.02,85.04,12.41
"2016-11-23",109.24,2.98,85.36,12.43
"2016-11-25",109.31,2.97,82.64,12.34
"2016-11-28",109.69,2.99,83.52,13.15
"2016-11-29",109.58,3.02,80.48,12.9
"2016-11-30",109.31,2.98,87.44,13.33
"2016-12-01",108.26,2.94,90.64,14.07
"2016-12-02",108.33,2.97,91.84,14.12
"2016-12-05",108.79,2.92,90.8,12.14
"2016-12-06",109.32,2.88,90.32,11.79
"2016-12-07",109.96,2.82,88.72,12.22
"2016-12-08",109.89,2.77,90.48,12.64
"2016-12-09",109.43,2.68,91.52,11.75
"2016-12-12",109.71,2.66,92.96,12.64
"2016-12-13",110.05,2.62,93.84,12.72
"2016-12-14",109.09,2.56,90.56,13.19
"2016-12-15",108.89,2.64,90.88,12.79
"2016-12-16",109.11,2.64,92.4,12.2
"2016-12-19",109.6,2.66,92,11.71
"2016-12-20",109.79,2.64,92.96,11.45
"2016-12-21",110.15,2.64,91.52,11.27
"2016-12-22",109.92,2.62,91.68,11.43
"2016-12-23",110.09,2.6,92.48,11.44
"2016-12-27",109.99,2.56,93.84,11.99
"2016-12-28",110.14,2.6,94,12.95
"2016-12-29",110.4,2.63,93.76,13.37
"2016-12-30",110.22,2.67,93.76,14.04
"2017-01-03",110.6,2.63,91.52,12.85
"2017-01-04",111.29,2.55,92.64,11.85
"2017-01-05",112.15,2.59,93.6,11.67
"2017-01-06",112.09,2.54,93.44,11.32
"2017-01-09",111.96,2.57,90.48,11.56
"2017-01-10",111.78,2.54,88.56,11.49
"2017-01-11",111.89,2.58,90.96,11.26
"2017-01-12",112.11,2.59,92.32,11.54
"2017-01-13",112.16,2.58,91.28,11.23
"2017-01-17",112.62,2.62,91.44,11.87
"2017-01-18",111.83,2.59,89.28,12.48
"2017-01-19",111.56,2.56,89.36,12.78
"2017-01-20",111.7,2.6,91.12,11.54
"2017-01-23",112.23,2.67,90.56,11.77
"2017-01-24",111.86,2.59,90.96,11.07
"2017-01-25",111.73,2.5,90.48,10.81
"2017-01-26",111.64,2.52,92.24,10.63
"2017-01-27",111.97,2.53,91.2,10.58
"2017-01-30",111.72,2.55,90.24,11.88
"2017-01-31",112.13,2.64,90.56,11.99
"2017-02-01",111.71,2.6,91.84,11.81
"2017-02-02",112.04,2.57,92.08,11.93
"2017-02-03",112.69,2.51,92.32,10.97
"2017-02-06",112.69,2.56,91.04,11.37
"2017-02-07",112.55,2.59,89.52,11.29
"2017-02-08",112.99,2.63,89.84,11.45
"2017-02-09",112.84,2.57,90.8,10.88
"2017-02-10",113.01,2.54,92,10.85
"2017-02-13",113.13,2.52,90.56,11.07
"2017-02-14",113.01,2.47,91.04,10.74
"2017-02-15",112.98,2.45,90.88,11.97
"2017-02-16",112.92,2.53,91.28,11.76
"2017-02-17",112.95,2.55,91.12,11.49
"2017-02-21",113.12,2.52,92.32,11.57
"2017-02-22",113.28,2.5,90.88,11.74
"2017-02-23",113.61,2.5,92.24,11.71
"2017-02-24",113.83,2.57,91.68,11.47
"2017-02-27",113.56,2.51,91.76,12.09
"2017-02-28",113.56,2.5,91.6,12.92
"2017-03-01",113.16,2.36,91.2,12.54
"2017-03-02",112.63,2.33,89.36,11.81
"2017-03-03",113.15,2.38,90.32,10.96
"2017-03-06",113.11,2.43,90.24,11.24
"2017-03-07",113.03,2.49,90.16,11.45
"2017-03-08",112.15,2.55,85.36,11.86
"2017-03-09",111.45,2.62,84.24,12.3
"2017-03-10",111.92,2.64,82.32,11.66
"2017-03-13",111.74,2.68,82.24,11.35
"2017-03-14",111.4,2.77,81.52,12.3
"2017-03-15",112.92,2.75,83.04,11.63
"2017-03-16",112.58,2.62,82.88,11.21
"2017-03-17",113.04,2.64,82.64,11.28
"2017-03-20",113.25,2.68,82.204,11.34
"2017-03-21",113.29,2.75,80.88,12.47
"2017-03-22",113.4,2.85,80.96,12.81
"2017-03-23",113.57,2.8,80.08,13.12
"2017-03-24",113.74,2.77,80.72,12.96
"2017-03-27",113.73,2.82,80.32,12.5
"2017-03-28",113.69,2.71,81.2,11.53
"2017-03-29",114.06,2.66,82.96,11.42
"2017-03-30",113.86,2.58,84.56,11.54
"2017-03-31",113.7,2.53,85.12,12.37
"2017-04-03",113.57,2.58,84.4,12.38
"2017-04-04",113.36,2.57,85.68,11.79
"2017-04-05",113.78,2.52,85.44,12.89
"2017-04-06",113.72,2.54,86.88,12.39
"2017-04-07",113.65,2.47,87.68,12.87
"2017-04-10",113.64,2.47,89.12,14.05
"2017-04-11",113.83,2.54,89.36,15.07
"2017-04-12",114.16,2.55,88.88,15.77
"2017-04-13",114.11,2.62,89.04,15.96
"2017-04-17",114.29,2.6,88.48,14.66
"2017-04-18",114.5,2.66,88.32,14.42
"2017-04-19",114.17,2.61,84.96,14.93
"2017-04-20",114.25,2.56,84.32,14.15
"2017-04-21",114.54,2.55,82.56,14.63
"2017-04-24",114.89,2.46,82,10.84
"2017-04-25",114.6,2.39,82.88,10.76
"2017-04-26",114.58,2.36,82.08,10.85
"2017-04-27",114.84,2.38,81.92,10.36
"2017-04-28",115.2,2.36,81.92,10.82
"2017-05-01",114.6,2.35,81.2,10.11
"2017-05-02",115.01,2.37,79.36,10.59
"2017-05-03",114.87,2.34,79.44,10.68
"2017-05-04",114.35,2.37,75.68,10.46
"2017-05-05",114.47,2.39,77.28,10.57
"2017-05-08",114.16,2.37,77.36,9.77
"2017-05-09",114.05,2.32,76.56,9.96
"2017-05-10",114.38,2.31,78.88,10.21
"2017-05-11",114.57,2.32,79.52,10.6
"2017-05-12",114.97,2.37,79.6,10.4
"2017-05-15",115.06,2.33,81.36,10.42
"2017-05-16",115.08,2.32,80.88,10.65
"2017-05-17",115.07,2.43,81.52,15.59
"2017-05-18",114.48,2.43,82.08,14.66
"2017-05-19",114.92,2.37,83.84,12.04
"2017-05-22",114.87,2.34,84.32,10.93
"2017-05-23",114.94,2.29,85.12,10.72
"2017-05-24",115.38,2.3,84.8,10.02
"2017-05-25",115.29,2.31,80.32,9.99
"2017-05-26",115.49,2.31,82.24,9.81
"2017-05-30",115.55,2.31,81.92,10.38
"2017-05-31",115.63,2.36,79.68,10.41
"2017-06-01",115.38,2.31,79.28,9.89
"2017-06-02",116.01,2.31,78.88,9.75
"2017-06-05",115.81,2.29,78.4,10.07
"2017-06-06",116.05,2.32,79.76,10.45
"2017-06-07",115.95,2.31,75.68,10.39
"2017-06-08",115.78,2.32,75.44,10.16
"2017-06-09",115.53,2.3,75.92,10.7
"2017-06-12",115.52,2.27,76.16,11.46
"2017-06-13",115.7,2.24,76.8,10.42
"2017-06-14",115.95,2.28,73.84,10.64
"2017-06-15",115.58,2.27,73.44,10.9
"2017-06-16",115.57,2.3,73.92,10.38
"2017-06-19",115.45,2.26,72.96,10.37
"2017-06-20",114.91,2.31,71.6,10.86
"2017-06-21",114.67,2.35,69.68,10.75
"2017-06-22",114.92,2.38,70.24,10.48
"2017-06-23",115.3,2.37,70.88,10.02
"2017-06-26",115.51,2.34,71.44,9.9
"2017-06-27",114.91,2.3,72.8,11.06
"2017-06-28",115.04,2.3,73.6,10.03
"2017-06-29",114.5,2.3,73.68,11.44
"2017-06-30",114.36,2.31,76,11.18
"2017-07-03",113.55,2.26,76.96,11.22
"2017-07-05",113.45,2.28,74,11.07
"2017-07-06",112.83,2.31,74.48,12.54
"2017-07-07",112.9,2.35,72.8,11.19
"2017-07-10",113.4,2.36,73.04,11.11
"2017-07-11",113.51,2.37,74.16,10.89
"2017-07-12",114.18,2.34,74.64,10.3
"2017-07-13",114.19,2.31,75.76,9.9
"2017-07-14",114.48,2.3,76.72,9.51
"2017-07-17",114.52,2.26,75.6,9.82
"2017-07-18",114.85,2.27,76.32,9.89
"2017-07-19",114.98,2.24,77.52,9.79
"2017-07-20",115.02,2.22,76.88,9.58
"2017-07-21",115.29,2.25,74.72,9.36
"2017-07-24",115.06,2.23,76,9.43
"2017-07-25",114.72,2.16,78.48,9.43
"2017-07-26",115.34,2.19,79.68,9.6
"2017-07-27",115.17,2.18,80.48,10.11
"2017-07-28",115.17,2.19,81.36,10.29
"2017-07-31",115.26,2.2,82.24,10.26
"2017-08-01",114.94,2.19,80.72,10.09
"2017-08-02",115.1,2.19,81.12,10.28
"2017-08-03",115.5,2.22,80.16,10.44
"2017-08-04",115.23,2.21,81.04,10.03
"2017-08-07",115.44,2.22,80.8,9.93
"2017-08-08",115.2,2.22,80.48,10.96
"2017-08-09",115.24,2.37,81.2,11.11
"2017-08-10",114.76,2.47,79.28,16.04
"2017-08-11",114.97,2.52,79.92,15.51
"2017-08-14",115.23,2.44,77.76,12.33
"2017-08-15",115.26,2.41,78,12.04
"2017-08-16",115.36,2.43,76.56,11.74
"2017-08-17",115.26,2.46,76.96,15.55
"2017-08-18",115.55,2.49,79.76,14.26
"2017-08-21",115.66,2.5,77.68,13.19
"2017-08-22",115.7,2.44,78.16,11.35
"2017-08-23",115.95,2.45,79.04,12.25
"2017-08-24",116.07,2.41,77.68,12.23
"2017-08-25",116.38,2.4,78,11.28
"2017-08-28",116.2,2.39,76.24,11.32
"2017-08-29",116.27,2.38,75.68,11.7
"2017-08-30",116.65,2.35,75.04,11.22
"2017-08-31",117.09,2.36,77.04,10.59
"2017-09-01",116.53,2.32,77.36,10.13
"2017-09-05",116.92,2.41,79.36,12.23
"2017-09-06",116.7,2.33,80.32,11.63
"2017-09-07",117.15,2.38,80.24,11.55
"2017-09-08",117.26,2.4,77.84,12.12
"2017-09-11",117.06,2.33,78.56,10.73
"2017-09-12",116.82,2.3,78.96,10.58
"2017-09-13",116.82,2.28,80.56,10.5
"2017-09-14",116.9,2.26,81.04,10.44
"2017-09-15",117.06,2.26,81.6,10.17
"2017-09-18",116.83,2.18,81.36,10.15
"2017-09-19",116.66,2.18,80.88,10.18
"2017-09-20",115.91,2.13,81.92,9.78
"2017-09-21",116.24,2.14,82,9.67
"2017-09-22",116.44,2.16,81.92,9.59
"2017-09-25",116.33,2.18,84.4,10.21
"2017-09-26",116.29,2.14,83.92,10.17
"2017-09-27",115.8,2.11,84.16,9.87
"2017-09-28",116.04,2.1,83.44,9.55
"2017-09-29",116.42,2.06,83.44,9.51
"2017-10-02",115.86,2.1,81.68,9.45
"2017-10-03",115.83,2.1,81.44,9.51
"2017-10-04",115.92,2.09,80.64,9.63
"2017-10-05",115.98,2.08,82,9.19
"2017-10-06",115.69,2.07,79.76,9.65
"2017-10-09",115.53,2.07,80,10.33
"2017-10-10",115.74,2.08,82.24,10.08
"2017-10-11",115.87,2.08,82.88,9.85
"2017-10-12",116.09,2.12,81.84,9.91
"2017-10-13",116.42,2.17,82.96,9.61
"2017-10-16",116.21,2.12,83.68,9.91
"2017-10-17",116.27,2.1,83.92,10.31
"2017-10-18",116.29,2.05,83.84,10.07
"2017-10-19",116.42,2.07,82.8,10.05
"2017-10-20",116.04,2.01,83.44,9.97
"2017-10-23",115.94,2,83.36,11.07
"2017-10-24",115.79,1.98,84.32,11.16
"2017-10-25",115.59,2.01,83.84,11.23
"2017-10-26",115.25,2,84.56,11.3
"2017-10-27",115.8,2.04,86.72,9.8
"2017-10-30",116.14,2.07,86.96,10.5
"2017-10-31",116.25,2.07,87.44,10.18
"2017-11-01",115.83,2.04,87.2,10.2
"2017-11-02",116.15,2.07,87.92,9.93
"2017-11-03",115.42,2.07,89.44,9.14
"2017-11-06",115.26,2.1,92.08,9.4
"2017-11-07",114.65,2.12,91.92,9.89
"2017-11-08",114.6,2.19,91.28,9.78
"2017-11-09",114.36,2.29,91.68,10.5
"2017-11-10",114.45,2.26,91.36,11.29
"2017-11-13",114.58,2.25,91.04,11.5
"2017-11-14",114.49,2.32,89.04,11.59
"2017-11-15",114.57,2.43,88.72,13.13
"2017-11-16",115.03,2.27,88.56,11.76
"2017-11-17",115.24,2.25,90.8,11.43
"2017-11-20",115.21,2.19,90.24,10.65
"2017-11-21",115.37,2.15,91.2,9.73
"2017-11-22",115.86,2.19,92.8,9.88
"2017-11-24",115.82,2.17,94.32,9.67
"2017-11-27",115.87,2.16,92.72,9.87
"2017-11-28",116.03,2.16,92.64,10.03
"2017-11-29",115.61,2.14,91.76,10.7
"2017-11-30",115.49,2.08,91.76,11.28
"2017-12-01",115.42,2.12,93.36,11.43
"2017-12-04",115.49,2.08,91.92,11.68
"2017-12-05",115.65,2.08,92.32,11.33
"2017-12-06",115.75,2.14,89.6,11.02
"2017-12-07",115.51,2.12,90.64,10.16
"2017-12-08",115.53,2.13,91.92,9.58
"2017-12-11",115.47,2.11,92.8,9.34
"2017-12-12",115.51,2.09,91.52,9.92
"2017-12-13",115.84,2.16,90.64,10.18
"2017-12-14",115.9,2.16,91.44,10.49
"2017-12-15",116.05,2.15,91.68,9.42
"2017-12-18",116.17,2.15,91.52,9.53
"2017-12-19",115.92,2.11,92.08,10.03
"2017-12-20",115.74,2.09,92.88,9.72
"2017-12-21",115.36,2.1,93.12,9.62
"2017-12-22",115.74,2.09,93.28,9.9
"2017-12-26",115.8,2.1,95.6,10.25
"2017-12-27",115.91,2.12,95.36,10.47
"2017-12-28",115.95,2.1,95.76,10.18
"2017-12-29",116.1,2.12,96.08,11.04
"2018-01-02",116.4,2.12,96.56,9.77
"2018-01-03",116.35,2.08,98.72,9.15
"2018-01-04",116.65,2.02,98.96,9.22
"2018-01-05",116.72,1.99,98.48,9.22
"2018-01-08",116.51,1.99,99.04,9.52
"2018-01-09",116.15,1.96,100.56,10.08
"2018-01-10",115.81,2.03,101.44,9.82
"2018-01-11",115.96,2.03,101.6,9.88
"2018-01-12",116.13,2,102.96,10.16
"2018-01-16",116.14,1.98,102.08,11.66
"2018-01-17",116.17,1.98,102.24,11.91
"2018-01-18",115.9,1.99,102.08,12.22
"2018-01-19",115.57,2,101.76,11.27
"2018-01-22",115.59,1.96,102.24,11.03
"2018-01-23",115.81,1.97,103.76,11.1
"2018-01-24",115.64,1.94,105.76,11.47
"2018-01-25",115.8,1.95,104.48,11.58
"2018-01-26",116.02,1.92,105.92,11.08
"2018-01-29",115.39,1.94,104.88,13.84
"2018-01-30",115.19,1.99,103.2,14.79
"2018-01-31",115.36,1.96,103.84,13.54
"2018-02-01",115,1.95,105.92,13.47
"2018-02-02",114.11,2,104.32,17.31
"2018-02-05",113.46,2.1,102.16,37.32
"2018-02-06",113.67,2.21,101.6,29.98
"2018-02-07",113.47,2.09,98.96,27.73
"2018-02-08",112.19,2.2,96.72,33.46
"2018-02-09",111.86,2.4,94.88,29.06
"2018-02-12",112.04,2.3,95.12,25.61
"2018-02-13",111.63,2.37,94.96,24.97
"2018-02-14",111.38,2.3,97.44,19.26
"2018-02-15",112.11,2.22,98.64,19.13
"2018-02-16",112.85,2.17,99.04,19.46
"2018-02-20",112.11,2.13,99.12,20.6
"2018-02-21",111.72,2.1,98.32,20.02
"2018-02-22",111.84,2.18,100.72,18.72
"2018-02-23",112.68,2.21,102.16,16.49
"2018-02-26",112.99,2.15,102.88,15.8
"2018-02-27",112.78,2.14,101.2,18.59
"2018-02-28",112.54,2.18,98.96,19.85
"2018-03-01",111.79,2.28,98.8,22.47
"2018-03-02",112.17,2.32,98.96,19.59
"2018-03-05",112,2.28,100.72,18.73
"2018-03-06",112.17,2.23,100.56,18.36
"2018-03-07",112.05,2.25,98.8,17.76
"2018-03-08",112.06,2.26,97.2,16.54
"2018-03-09",112.28,2.23,99.76,14.64
"2018-03-12",112.26,2.26,98.96,15.78
"2018-03-13",112.08,2.27,97.92,16.35
"2018-03-14",112.33,2.32,98.24,17.23
"2018-03-15",112.24,2.33,98.72,16.59
"2018-03-16",112.23,2.31,100.4,15.8
"2018-03-19",111.76,2.34,100.4,19.02
"2018-03-20",111.53,2.31,102.48,18.2
"2018-03-21",111.87,2.3,105.44,17.86
"2018-03-22",111.54,2.38,103.6,23.34
"2018-03-23",111.09,2.42,106.24,24.87
"2018-03-26",111.76,2.41,105.68,21.03
"2018-03-27",111.93,2.43,104.64,22.5
"2018-03-28",112.22,2.45,104.32,22.87
"2018-03-29",112.82,2.46,104.72,19.97
"2018-04-02",112.23,2.48,101.92,23.62
"2018-04-03",112.31,2.42,102.48,21.1
"2018-04-04",112.44,2.42,102.56,20.06
"2018-04-05",112.4,2.33,102.64,18.94
"2018-04-06",112.57,2.38,100.08,21.49
"2018-04-09",112.46,2.36,102.16,21.77
"2018-04-10",112.28,2.29,106,20.47
"2018-04-11",112.32,2.28,107.6,20.24
"2018-04-12",112.32,2.21,108.16,18.49
"2018-04-13",112.41,2.17,108.4,17.41
"2018-04-16",112.27,2.14,107.04,16.56
"2018-04-17",112.03,2.11,107.28,15.25
"2018-04-18",112.03,2.08,111.04,15.6
"2018-04-19",111.64,2.14,110.16,15.96
"2018-04-20",111.15,2.14,110,16.88
"2018-04-23",110.88,2.16,111.36,16.34
"2018-04-24",110.71,2.21,109.44,18.02
"2018-04-25",110.31,2.26,109.76,17.84
"2018-04-26",110.4,2.24,110.16,16.24
"2018-04-27",110.49,2.25,109.84,15.41
"2018-04-30",110.14,2.28,110.4,15.93
"2018-05-01",109.53,2.28,108.88,15.49
"2018-05-02",108.66,2.29,109.36,15.97
"2018-05-03",108.54,2.32,110.56,15.9
"2018-05-04",108.63,2.32,112.72,14.77
"2018-05-07",108.18,2.31,112.8,14.75
"2018-05-08",107.54,2.3,112.48,14.71
"2018-05-09",107.35,2.28,114.96,13.42
"2018-05-10",108.71,2.26,115.28,13.23
"2018-05-11",109.17,2.26,114,12.65
"2018-05-14",108.98,2.25,115.04,12.93
"2018-05-15",108.23,2.23,115.2,14.63
"2018-05-16",108.46,2.24,115.68,13.42
"2018-05-17",108.03,2.24,115.92,13.43
"2018-05-18",107.91,2.29,115.44,13.42
"2018-05-21",107.93,2.29,117.36,13.08
"2018-05-22",108.35,2.29,116.48,13.22
"2018-05-23",109.02,2.37,116.08,12.58
"2018-05-24",109.35,2.38,114.32,12.53
"2018-05-25",109.62,2.42,109.44,13.22
"2018-05-29",109.32,2.62,108.08,17.02
"2018-05-30",109.29,2.52,110.64,14.94
"2018-05-31",108.84,2.54,108.4,15.43
"2018-06-01",108,2.45,106,13.46
"2018-06-04",107.96,2.39,104.96,12.74
"2018-06-05",108.13,2.4,105.76,12.4
"2018-06-06",107.89,2.36,105.28,11.64
"2018-06-07",107.59,2.37,106.8,12.13
"2018-06-08",107.69,2.38,106.16,12.18
"2018-06-11",107.48,2.35,106.88,12.35
"2018-06-12",107.03,2.33,107.2,12.34
"2018-06-13",106.69,2.3,107.76,12.94
"2018-06-14",106.56,2.3,108.16,12.12
"2018-06-15",106.78,2.3,104.4,11.98
"2018-06-18",106.21,2.32,106.32,12.31
"2018-06-19",106.18,2.36,105.12,13.35
"2018-06-20",106.41,2.32,106.24,12.79
"2018-06-21",106.8,2.37,106.48,14.64
"2018-06-22",107.4,2.37,112.16,13.77
"2018-06-25",106.91,2.44,110.16,17.33
"2018-06-26",106.76,2.45,114.16,15.92
"2018-06-27",106.55,2.53,117.2,17.91
"2018-06-28",106.76,2.58,118.88,16.85
"2018-06-29",106.77,2.57,120.48,16.09
"2018-07-02",106.32,2.66,119.68,15.6
"2018-07-03",106.66,2.66,119.36,16.14
"2018-07-05",107.34,2.63,118.24,14.97
"2018-07-06",108.26,2.62,119.68,13.37
"2018-07-09",108.56,2.55,120.24,12.69
"2018-07-10",108.75,2.5,120.56,12.64
"2018-07-11",108.3,2.56,114.48,13.63
"2018-07-12",108.51,2.52,115.12,12.58
"2018-07-13",109.07,2.53,115.76,12.18
"2018-07-16",108.79,2.5,111.52,12.83
"2018-07-17",108.78,2.49,111.6,12.06
"2018-07-18",108.68,2.48,112.8,12.1
"2018-07-19",108.66,2.51,113.04,12.87
"2018-07-20",108.56,2.47,113.2,12.86
"2018-07-23",108.42,2.41,112.72,12.62
"2018-07-24",108.32,2.39,113.84,12.41
"2018-07-25",109.29,2.39,115.36,12.29
"2018-07-26",109.38,2.34,115.76,12.14
"2018-07-27",109.57,2.35,114.56,13.03
"2018-07-30",109.26,2.34,116.32,14.26
"2018-07-31",109.06,2.33,114.24,12.83
"2018-08-01",108.16,2.3,112.72,13.15
"2018-08-02",108.07,2.3,114.88,12.19
