"date","emb_price","credit_spread","oil_price","vix"
"2022-09-14",84.72,3.15,72.73,26.16
"2022-09-15",84.66,3.17,69.76,26.27
"2022-09-16",84.2,3.36,69.9,26.3
"2022-09-19",84.5,3.24,70.05,25.76
"2022-09-20",83.72,3.24,69.22,27.16
"2022-09-21",83.48,3.24,68.68,27.99
"2022-09-22",82.92,3.27,68.97,27.35
"2022-09-23",81.92,3.46,65.32,29.92
"2022-09-26",79.99,3.48,63.2,32.26
"2022-09-27",78.71,3.52,64.42,32.6
"2022-09-28",80.6,3.74,67.13,30.18
"2022-09-29",79.58,3.76,66.77,31.84
"2022-09-30",79.4,3.66,65.28,31.62
"2022-10-03",80.23,3.66,67.89,30.1
"2022-10-04",81.74,3.36,70.28,29.07
"2022-10-05",80.58,3.34,71.94,28.55
"2022-10-06",80.27,3.21,72.99,30.52
"2022-10-07",79.19,3.28,75.1,31.36
"2022-10-10",78.96,3.28,73.78,32.45
"2022-10-11",78.9,3.49,71.75,33.63
"2022-10-12",78.62,3.54,70.93,33.57
"2022-10-13",78.38,3.48,72.52,31.94
"2022-10-14",77.8,3.39,70.17,32.02
"2022-10-17",78.23,3.3,70.13,31.37
"2022-10-18",79.06,3.22,68.7,30.5
"2022-10-19",77.88,3.23,70.04,30.76
"2022-10-20",77.09,3.16,70.18,29.98
"2022-10-21",77.94,3.26,70.57,29.69
"2022-10-24",77.89,3.17,70.38,29.85
"2022-10-25",79.24,3.14,70.61,28.46
"2022-10-26",79.76,3.07,72.97,27.28
"2022-10-27",79.94,3.04,73.62,27.39
"2022-10-28",80.14,2.85,72.82,25.75
"2022-10-31",78.9,2.95,71.53,25.88
"2022-11-01",80.03,2.93,73.12,25.81
"2022-11-02",79.42,2.94,74.08,25.86
"2022-11-03",79.14,3.12,73.29,25.3
"2022-11-04",80.41,3.08,76.82,24.55
"2022-11-07",80.38,3,76.56,24.35
"2022-11-08",80.94,3.09,74.47,25.54
"2022-11-09",79.85,3.26,71.67,26.09
"2022-11-10",83.52,3.11,72.24,23.53
"2022-11-11",83.5,3.11,74.38,22.52
"2022-11-14",82.79,3,71.91,23.73
"2022-11-15",84.35,3,73.25,24.54
"2022-11-16",84.35,3.07,72.04,24.11
"2022-11-17",83.59,3.1,70.14,23.93
"2022-11-18",83.59,3,69.03,23.12
"2022-11-21",83.6,2.97,69.03,22.36
"2022-11-22",84.47,2.91,69.98,21.29
"2022-11-23",85.02,2.85,67.41,20.35
"2022-11-25",85.41,2.87,66.96,20.5
"2022-11-28",85.07,2.96,66.88,22.21
"2022-11-29",85.46,2.97,68.34,21.89
"2022-11-30",86.43,2.97,70.23,20.58
"2022-12-01",87.8,2.92,70.45,19.84
"2022-12-02",87.43,2.94,69.84,19.06
"2022-12-05",86.09,2.85,67.72,20.75
"2022-12-06",85.62,2.98,65.23,22.17
"2022-12-07",86.86,3.08,63.65,22.68
"2022-12-08",86.7,2.93,62.71,22.29
"2022-12-09",86.1,2.84,62.85,22.83
"2022-12-12",86.42,2.78,64.41,25
"2022-12-13",87.25,2.74,65.86,22.55
"2022-12-14",87.12,2.77,67.36,21.14
"2022-12-15",86.32,2.93,66.15,22.83
"2022-12-16",85.87,3.03,64.9,22.62
"2022-12-19",85.4,3.04,66.07,22.42
"2022-12-20",84.97,3.03,66.22,21.48
"2022-12-21",86.08,2.92,68.06,20.07
"2022-12-22",85.64,2.97,67.7,21.97
"2022-12-23",85.18,2.94,69.32,20.87
"2022-12-27",84.67,2.9,69.53,21.65
"2022-12-28",84.36,3.09,68.58,22.14
"2022-12-29",85.01,3.12,68.53,21.44
"2022-12-30",84.59,3.09,70.11,21.67
"2023-01-03",84.96,3,67.64,22.9
"2023-01-04",86,2.94,64.3,22.01
"2023-01-05",85.22,2.93,64.78,22.46
"2023-01-06",86.73,2.86,64.83,21.13
"2023-01-09",86.56,2.78,65.88,21.97
"2023-01-10",86.02,2.75,65.9,20.58
"2023-01-11",87,2.73,68.05,21.09
"2023-01-12",88.03,2.74,68.61,18.83
"2023-01-13",87.82,2.67,70.05,18.35
"2023-01-17",87.91,2.66,70.86,19.36
"2023-01-18",88.95,2.74,69.51,20.34
"2023-01-19",88.7,2.84,70.59,20.52
"2023-01-20",88.5,2.81,71.55,19.85
"2023-01-23",88.45,2.73,71.5,19.81
"2023-01-24",88.84,2.8,70.22,19.2
"2023-01-25",88.78,2.82,70.51,19.08
"2023-01-26",88.78,2.73,70.93,18.73
"2023-01-27",88.61,2.73,69.5,18.51
"2023-01-30",87.48,2.75,68.1,19.94
"2023-01-31",87.91,2.8,69.32,19.4
"2023-02-01",89.26,2.83,67.36,17.87
"2023-02-02",89.55,2.5,66.57,18.73
"2023-02-03",88.32,2.52,64.4,18.33
"2023-02-06",87.07,2.56,65.5,19.43
"2023-02-07",87.15,2.57,67.76,18.66
"2023-02-08",87.1,2.65,68.68,19.63
"2023-02-09",86.53,2.64,67.92,20.71
"2023-02-10",85.86,2.82,69.87,20.53
"2023-02-13",86.1,2.82,69.5,20.34
"2023-02-14",86.15,2.76,69.4,18.91
"2023-02-15",85.9,2.78,69.02,18.23
"2023-02-16",85.34,2.85,68.45,20.17
"2023-02-17",85.37,2.97,67.02,20.02
"2023-02-21",84.08,3.04,66.69,22.87
"2023-02-22",84.41,2.96,64.92,22.29
"2023-02-23",85.76,2.88,66.38,21.14
"2023-02-24",85.17,2.84,67.1,21.67
"2023-02-27",85.6,2.8,66.25,20.95
"2023-02-28",85.24,2.82,67.21,20.7
"2023-03-01",84.3,2.78,68.07,20.58
"2023-03-02",83.99,2.79,68.3,19.59
"2023-03-03",85.28,2.68,69.86,18.49
"2023-03-06",84.7,2.61,70.49,18.61
"2023-03-07",84.35,2.62,67.85,19.59
"2023-03-08",84.19,2.72,67.1,19.11
"2023-03-09",84.21,2.89,66.24,22.61
"2023-03-10",84.76,3.19,67.14,24.8
"2023-03-13",84.62,3.54,65.25,26.52
"2023-03-14",84.63,3.27,62.93,23.73
"2023-03-15",84.94,3.66,60.02,26.14
"2023-03-16",84.34,3.39,60.05,22.99
"2023-03-17",84.2,3.61,58.66,25.51
"2023-03-20",83.97,3.56,59.79,24.15
"2023-03-21",84.81,3.28,61.23,21.38
"2023-03-22",85.55,3.43,61.61,22.26
"2023-03-23",85.86,3.52,60.99,22.61
"2023-03-24",85.39,3.61,60.96,21.74
"2023-03-27",85.03,3.42,64.15,20.6
"2023-03-28",84.49,3.4,64.55,19.97
"2023-03-29",84.9,3.24,64.15,19.12
"2023-03-30",85.73,3.16,65.32,19.02
"2023-03-31",86.03,2.88,66.44,18.7
"2023-04-03",86.24,2.91,70.27,18.55
"2023-04-04",86.36,3.03,70.27,19
"2023-04-05",85.93,3.12,70.24,19.08
"2023-04-06",85.84,3.1,70.26,18.4
"2023-04-10",85.64,2.97,69.76,18.97
"2023-04-11",85.49,2.9,71.07,19.1
"2023-04-12",85.73,2.92,72.43,19.09
"2023-04-13",85.82,2.81,71.8,17.8
"2023-04-14",85.89,2.77,72.09,17.07
"2023-04-17",85.34,2.76,70.84,16.95
"2023-04-18",85.08,2.73,70.73,16.83
"2023-04-19",84.91,2.77,69.3,16.46
"2023-04-20",84.57,2.89,67.6,17.17
"2023-04-21",84.82,2.83,68.21,16.77
"2023-04-24",84.81,2.84,69.25,16.89
"2023-04-25",85.57,3,67.62,18.76
"2023-04-26",85.34,2.99,65.36,18.84
"2023-04-27",85.12,2.85,65.81,17.03
"2023-04-28",85.9,2.87,67.5,15.78
"2023-05-01",84.71,2.85,66.55,16.08
"2023-05-02",85.07,3.1,63.05,17.78
"2023-05-03",85.34,3.18,60.31,18.34
"2023-05-04",84.91,3.33,60.7,20.09
"2023-05-05",85.15,3.16,63.03,17.19
"2023-05-08",84.81,3.11,64.26,16.98
"2023-05-09",84.77,3.12,64.87,17.71
"2023-05-10",85.24,3.18,64.39,16.94
"2023-05-11",85.75,3.21,63.25,16.93
"2023-05-12",85.21,3.16,62.07,17.03
"2023-05-15",84.84,3.17,62.99,17.12
"2023-05-16",84.51,3.2,62.54,17.99
"2023-05-17",84.52,3.14,64.6,16.87
"2023-05-18",84.18,3.09,64.04,16.05
"2023-05-19",84.17,3.03,63.9,16.81
"2023-05-22",84.16,2.96,63.91,17.21
"2023-05-23",84.26,3,64.87,18.53
"2023-05-24",84.12,3.07,65.66,20.03
"2023-05-25",83.9,2.99,64.09,19.14
"2023-05-26",84.01,2.95,64.8,17.95
"2023-05-30",84.89,3,62.3,17.46
"2023-05-31",84.54,3.1,60.63,17.94
"2023-06-01",84.99,3.06,62.55,15.65
"2023-06-02",84.62,2.81,64.15,14.6
"2023-06-05",85.14,2.84,64.03,14.73
"2023-06-06",85.29,2.85,63.79,13.96
"2023-06-07",84.55,2.81,64.71,13.94
"2023-06-08",85.27,2.88,63.46,13.65
"2023-06-09",84.93,2.79,62.93,13.83
"2023-06-12",85.64,2.85,60.24,15.01
"2023-06-13",85.51,2.72,62.14,14.61
"2023-06-14",85.69,2.73,61.83,13.88
"2023-06-15",86.13,2.76,63.41,14.5
"2023-06-16",85.79,2.7,64.35,13.54
"2023-06-20",85.83,2.77,63.92,13.88
"2023-06-21",86.28,2.85,65.04,13.2
"2023-06-22",85.71,2.82,62.52,12.91
"2023-06-23",85.8,2.91,62.42,13.44
"2023-06-26",86.07,2.95,62.73,14.25
"2023-06-27",86.07,2.81,61.3,13.74
"2023-06-28",86.13,2.8,62.52,13.43
"2023-06-29",85.68,2.69,62.96,13.54
"2023-06-30",86.29,2.64,63.55,13.59
"2023-07-03",86.11,2.59,63.39,13.57
"2023-07-05",85.68,2.61,64.63,14.18
"2023-07-06",84.45,2.69,64.44,15.44
"2023-07-07",84.35,2.66,65.85,14.83
"2023-07-10",84.95,2.71,65.54,15.07
"2023-07-11",85.25,2.64,67.03,14.84
"2023-07-12",86.51,2.54,67.87,13.54
"2023-07-13",87.45,2.58,69.09,13.61
"2023-07-14",86.69,2.52,67.47,13.34
"2023-07-17",87.07,2.56,66.58,13.48
"2023-07-18",87.5,2.5,67.96,13.3
"2023-07-19",87.01,2.5,67.69,13.76
"2023-07-20",86.73,2.52,68.05,13.99
"2023-07-21",86.75,2.51,68.99,13.6
"2023-07-24",86.92,2.45,70.69,13.91
"2023-07-25",87.06,2.48,71.16,13.86
"2023-07-26",87.34,2.54,70.66,13.19
"2023-07-27",86.26,2.42,71.43,14.41
"2023-07-28",87.56,2.47,72.09,13.33
"2023-07-31",87.68,2.45,73.17,13.63
"2023-08-01",86.46,2.47,72.96,13.93
"2023-08-02",85.84,2.58,71.48,16.09
"2023-08-03",84.87,2.6,73.14,15.92
"2023-08-04",86.24,2.64,73.79,17.1
"2023-08-07",85.72,2.61,73.82,15.77
"2023-08-08",85.93,2.66,74.06,15.99
"2023-08-09",86.36,2.61,75.1,15.96
"2023-08-10",86.03,2.5,74.2,15.85
"2023-08-11",85.59,2.51,74.25,14.84
"2023-08-14",84.9,2.5,73.81,14.82
"2023-08-15",84.42,2.55,72.62,16.46
"2023-08-16",84.26,2.51,71.37,16.78
"2023-08-17",84.19,2.64,71.98,17.89
"2023-08-18",84.17,2.7,72.79,17.3
"2023-08-21",83.75,2.66,72.58,17.13
"2023-08-22",83.98,2.62,72.28,16.97
"2023-08-23",85.33,2.62,71.36,15.98
"2023-08-24",84.51,2.61,71.41,17.2
"2023-08-25",84.88,2.6,72.45,15.68
"2023-08-28",84.91,2.57,72.41,15.08
"2023-08-29",85.78,2.59,73.32,14.45
"2023-08-30",85.56,2.52,73.66,13.88
"2023-08-31",85.48,2.56,75.06,13.57
"2023-09-01",84.91,2.51,76.92,13.09
"2023-09-05",84.08,2.54,77.76,14.01
"2023-09-06",83.95,2.56,78.52,14.45
"2023-09-07",84.4,2.6,77.95,14.4
"2023-09-08",84.47,2.56,78.3,13.84
"2023-09-11",84.34,2.54,78.37,13.8
"2023-09-12",84.4,2.56,79.7,14.23
"2023-09-13",84.45,2.58,79.68,13.48
"2023-09-14",84.48,2.52,81.12,12.82
"2023-09-15",84.44,2.55,81.29,13.79
"2023-09-18",84.49,2.58,81.45,14
"2023-09-19",84.39,2.58,81.5,14.11
"2023-09-20",84.32,2.54,80.14,15.14
"2023-09-21",83.47,2.63,80.41,17.54
"2023-09-22",83.81,2.67,80.63,17.2
"2023-09-25",83.33,2.69,80.39,16.9
"2023-09-26",82.78,2.76,80.88,18.94
"2023-09-27",82.19,2.73,82.9,18.22
"2023-09-28",82.61,2.8,81.57,17.34
"2023-09-29",82.52,2.74,80.86,17.52
"2023-10-02",81.27,2.81,79.39,17.61
"2023-10-03",80.36,2.92,79.93,19.78
"2023-10-04",80.74,3.02,75.59,18.58
"2023-10-05",80.48,3.03,73.99,18.49
"2023-10-06",80.74,2.97,74.16,17.45
"2023-10-09",80.91,2.97,77.13,17.7
"2023-10-10",81.04,2.91,76.71,17.03
"2023-10-11",81.7,2.9,75.67,16.09
"2023-10-12",81.07,2.89,75.42,16.69
"2023-10-13",81.07,2.93,78.99,19.32
"2023-10-16",81.21,2.92,78.39,17.21
"2023-10-17",80.82,2.88,78.8,17.88
"2023-10-18",80.3,2.94,79.84,19.22
"2023-10-19",79.71,2.98,81.68,21.4
"2023-10-20",80.15,3.11,80.7,21.71
"2023-10-23",80.38,3.1,78.89,20.37
"2023-10-24",81.25,3,76.93,18.97
"2023-10-25",80.64,2.96,78.46,20.19
"2023-10-26",80.73,3.06,76.89,20.68
"2023-10-27",80.77,3.08,78.36,21.27
"2023-10-30",81.21,3.03,76.05,19.75
"2023-10-31",80.96,2.92,75.02,18.14
"2023-11-01",81.66,2.93,74.75,16.87
"2023-11-02",82.47,2.66,76.18,15.66
"2023-11-03",83.28,2.56,74.85,14.91
"2023-11-06",82.83,2.52,74.91,14.89
"2023-11-07",83.11,2.61,71.8,14.81
"2023-11-08",83.27,2.62,70.19,14.45
"2023-11-09",82.42,2.57,70.25,15.29
"2023-11-10",82.54,2.56,71.79,14.17
"2023-11-13",82.34,2.57,72.92,14.76
"2023-11-14",83.53,2.49,72.69,14.16
"2023-11-15",83.25,2.48,71.34,14.18
"2023-11-16",83.7,2.59,68.05,14.32
"2023-11-17",84.21,2.56,70.75,13.8
"2023-11-20",84.74,2.51,72.3,13.41
"2023-11-21",84.5,2.53,72.53,13.35
"2023-11-22",84.92,2.48,71.61,12.85
"2023-11-24",84.75,2.43,70.82,12.46
"2023-11-27",85.36,2.48,69.96,12.69
"2023-11-28",85.8,2.48,71.26,12.69
"2023-11-29",86.23,2.39,72.52,12.98
"2023-11-30",85.63,2.36,70.14,12.92
"2023-12-01",86.85,2.4,69.24,12.63
"2023-12-04",86,2.34,68.47,13.08
"2023-12-05",86.5,2.34,67.58,12.85
"2023-12-06",86.98,2.34,64.76,12.97
"2023-12-07",87.14,2.32,65.11,13.06
"2023-12-08",86.59,2.31,66.53,12.35
"2023-12-11",86.7,2.34,66.8,12.63
"2023-12-12",86.63,2.33,64.25,12.07
"2023-12-13",88.07,2.37,65.33,12.19
"2023-12-14",88.87,2.1,67.16,12.48
"2023-12-15",88.75,2.14,67.15,12.28
"2023-12-18",88.77,2.15,68.09,12.56
"2023-12-19",88.99,2.11,69.36,12.53
"2023-12-20",89,2.11,68.79,13.67
"2023-12-21",89.16,2.1,69.03,13.65
"2023-12-22",89.04,2.07,68.69,13.03
"2023-12-26",89.11,2.06,70.21,12.99
"2023-12-27",89.68,2.04,68.92,12.43
"2023-12-28",89.43,2.02,67.18,12.47
"2023-12-29",88.81,2.04,66.65,12.45
"2024-01-02",88.18,2.17,65.77,13.2
"2024-01-03",87.59,2.31,68.19,14.04
"2024-01-04",87.19,2.28,67.57,14.13
"2024-01-05",86.92,2.27,69.03,13.35
"2024-01-08",87.28,2.23,66.4,13.08
"2024-01-09",86.69,2.19,67.39,12.76
"2024-01-10",87.56,2.11,66.56,12.69
"2024-01-11",88.35,2.17,67.65,12.44
"2024-01-12",88.51,2.17,68.02,12.7
"2024-01-16",87.69,2.19,67.25,13.84
"2024-01-17",87.11,2.21,67.94,14.79
"2024-01-18",87.45,2.18,69.06,14.13
"2024-01-19",87.49,2.16,68.82,13.3
"2024-01-22",87.55,2.11,69.69,13.19
"2024-01-23",86.85,2.14,69.66,12.55
"2024-01-24",86.61,2.08,70.54,13.14
"2024-01-25",87.23,2.09,72.23,13.45
"2024-01-26",87.36,2.04,73.1,13.26
"2024-01-29",87.69,2.07,72.05,13.6
"2024-01-30",87.89,2.08,72.81,13.31
"2024-01-31",87.98,2.22,70.92,14.35
"2024-02-01",88.35,2.19,69.07,13.88
"2024-02-02",87.64,2.11,67.51,13.85
"2024-02-05",86.65,2.12,68.18,13.67
"2024-02-06",87.44,2.15,68.81,13.06
"2024-02-07",87.32,2.07,69.42,12.83
"2024-02-08",87.46,2.04,71.52,12.79
"2024-02-09",87.49,2,71.67,12.93
"2024-02-12",87.32,2.01,72.11,13.93
"2024-02-13",86.49,2.01,72.65,15.85
"2024-02-14",87.08,2.03,71.55,14.38
"2024-02-15",87.79,2.01,72.84,14.01
"2024-02-16",87.19,1.99,73.41,14.24
"2024-02-20",87.18,2.03,72.42,15.42
"2024-02-21",86.86,1.98,73.2,15.34
"2024-02-22",87.41,1.89,73.6,14.54
"2024-02-23",88.15,1.93,71.92,13.75
"2024-02-26",87.65,1.95,72.79,13.74
"2024-02-27",87.82,1.98,73.85,13.43
"2024-02-28",87.75,2.04,73.62,13.84
"2024-02-29",88.3,2.03,73.36,13.4
"2024-03-01",88.18,2.07,74.96,13.11
"2024-03-04",88.1,2.02,74.01,13.49
"2024-03-05",88.29,2.07,73.45,14.46
"2024-03-06",88.87,2.04,74.34,14.5
"2024-03-07",88.86,2.04,74.23,14.44
"2024-03-08",88.96,2.04,73.36,14.74
"2024-03-11",88.82,2.04,73.62,15.22
"2024-03-12",88.7,1.99,73.35,13.84
"2024-03-13",88.79,1.94,75.09,13.75
"2024-03-14",88.59,1.94,76.3,14.4
"2024-03-15",88.31,1.94,76.33,14.41
"2024-03-18",88.36,1.91,77.98,14.33
"2024-03-19",88.77,1.89,78.43,13.82
"2024-03-20",89.19,1.91,77.25,13.04
"2024-03-21",89.5,1.81,76.82,12.92
"2024-03-22",89.79,1.85,76.68,13.06
"2024-03-25",89.72,1.87,77.76,13.19
"2024-03-26",89.71,1.9,77.29,13.24
"2024-03-27",89.82,1.9,77.51,12.78
"2024-03-28",89.41,1.87,78.73,13.01
"2024-04-01",88.67,1.86,79.67,13.65
"2024-04-02",88.71,1.94,80.79,14.61
"2024-04-03",89.15,1.94,81.25,14.33
"2024-04-04",89.11,1.96,82.27,16.35
"2024-04-05",89.25,1.89,82.4,16.03
"2024-04-08",89.28,1.86,82.2,15.19
"2024-04-09",89.88,1.87,81.15,14.98
"2024-04-10",88.21,1.82,82.09,15.8
"2024-04-11",88.2,1.88,81.55,14.91
"2024-04-12",87.95,1.96,81.53,17.31
"2024-04-15",86.68,1.99,81.65,19.23
"2024-04-16",86.41,2.04,81.33,18.4
"2024-04-17",87.34,2.1,78.91,18.21
"2024-04-18",87.02,2.07,78.78,18
"2024-04-19",87.52,2.05,78.85,18.71
"2024-04-22",87.99,1.97,78.78,16.94
"2024-04-23",87.86,1.9,79.98,15.69
"2024-04-24",87.23,1.9,79.64,15.97
"2024-04-25",87.23,1.93,80.44,15.37
"2024-04-26",87.36,1.86,80.39,15.03
"2024-04-29",87.79,1.84,79.5,14.67
"2024-04-30",86.9,1.89,78.38,15.65
"2024-05-01",87.15,1.91,75.93,15.39
"2024-05-02",87.61,1.88,75.93,14.68
"2024-05-03",88.58,1.81,75.13,13.49
"2024-05-06",88.58,1.77,75.66,13.49
"2024-05-07",88.9,1.78,75.5,13.23
"2024-05-08",88.32,1.81,76.11,13
"2024-05-09",88.87,1.85,76.52,12.69
"2024-05-10",88.41,1.83,75.3,12.55
"2024-05-13",88.75,1.85,76.13,13.6
"2024-05-14",88.95,1.87,75.21,13.42
"2024-05-15",89.88,1.86,75.88,12.45
"2024-05-16",89.58,1.81,76.25,12.42
"2024-05-17",89.16,1.81,76.97,11.99
"2024-05-20",89.17,1.79,76.73,12.15
"2024-05-21",89.23,1.79,76.16,11.86
"2024-05-22",89.2,1.82,74.87,12.29
"2024-05-23",88.59,1.82,74.45,12.77
"2024-05-24",88.69,1.83,75.35,11.93
"2024-05-28",88.41,1.8,77.66,12.92
"2024-05-29",88.09,1.84,76.57,14.28
"2024-05-30",88.37,1.89,75.53,14.47
"2024-05-31",88.8,1.89,74.82,12.92
"2024-06-03",88.84,1.87,71.83,13.11
"2024-06-04",88.9,1.9,71.09,13.16
"2024-06-05",89.14,1.89,71.89,12.63
"2024-06-06",88.93,1.9,73.26,12.58
"2024-06-07",88.23,1.84,73.02,12.22
"2024-06-10",88.21,1.85,75.46,12.74
"2024-06-11",88.55,1.89,75.51,12.85
"2024-06-12",89.15,1.82,75.98,12.04
"2024-06-13",89.39,1.91,75.74,11.94
"2024-06-14",89.28,1.99,76.08,12.66
"2024-06-17",89.01,1.95,77.79,12.75
"2024-06-18",89.6,1.94,78.67,12.3
"2024-06-20",89.27,1.92,79.41,13.28
"2024-06-21",89.38,1.9,78.65,13.2
"2024-06-24",89.42,1.87,79.7,13.33
"2024-06-25",89.41,1.87,78.9,12.84
"2024-06-26",88.86,1.85,78.75,12.55
"2024-06-27",89.19,1.88,79.92,12.24
"2024-06-28",88.48,1.84,79.59,12.44
"2024-07-01",87.75,1.85,81.54,12.22
"2024-07-02",87.93,1.87,81.11,12.03
"2024-07-03",88.62,1.9,81.27,12.09
"2024-07-05",89.45,1.92,81.31,12.48
"2024-07-08",89.18,1.85,80.42,12.37
"2024-07-09",88.9,1.86,79.77,12.51
"2024-07-10",89.57,1.83,80.48,12.85
"2024-07-11",90.09,1.85,80.94,12.92
"2024-07-12",90,1.85,80.25,12.46
"2024-07-15",89.89,1.8,80.12,13.12
"2024-07-16",90.03,1.77,79.06,13.19
"2024-07-17",89.97,1.76,80.62,14.48
"2024-07-18",89.5,1.76,79.9,15.93
"2024-07-19",89.26,1.75,78,16.52
"2024-07-22",89.4,1.72,77.62,14.91
"2024-07-23",89.69,1.7,76.62,14.72
"2024-07-24",89.11,1.77,76.81,18.04
"2024-07-25",89.01,1.76,77.46,18.46
"2024-07-26",89.76,1.77,76.11,16.39
"2024-07-29",89.91,1.81,75.19,16.6
"2024-07-30",89.77,1.89,74.46,17.69
"2024-07-31",90.19,1.94,77.74,16.36
"2024-08-01",89.75,2.03,76.29,18.59
"2024-08-02",90.35,2.35,73.39,23.39
"2024-08-05",89.43,2.49,73.22,38.57
"2024-08-06",89.14,2.27,72.45,27.71
"2024-08-07",89.32,2.18,74.69,27.85
"2024-08-08",90,2.1,75.36,23.79
"2024-08-09",90.14,2.12,76.22,20.37
"2024-08-12",90.5,2.17,78.63,20.71
"2024-08-13",90.99,2.18,77.64,18.12
"2024-08-14",91.19,2.11,76.59,16.19
"2024-08-15",90.9,1.96,77.41,15.23
"2024-08-16",91.27,1.95,76.32,14.8
"2024-08-19",91.81,1.88,74.38,14.65
"2024-08-20",91.77,1.92,73.83,15.88
"2024-08-21",92.3,1.94,72.6,16.27
"2024-08-22",91.53,1.88,73.58,17.55
"2024-08-23",92.26,1.88,75.55,15.86
"2024-08-26",92.33,1.84,77.83,16.15
"2024-08-27",92.21,1.86,76.49,15.43
"2024-08-28",91.8,1.88,75.48,17.11
"2024-08-29",91.76,1.83,76.77,15.65
"2024-08-30",91.84,1.82,74.34,15
"2024-09-03",91.11,1.95,71.09,20.72
"2024-09-04",91.78,2,69.61,21.32
"2024-09-05",91.87,1.98,69.89,19.9
"2024-09-06",91.66,2.06,68.93,22.38
"2024-09-09",92.17,2.04,69.27,19.45
"2024-09-10",92.24,2.14,66.96,19.08
"2024-09-11",92.48,2.12,67.85,17.69
"2024-09-12",92.63,2.07,69.89,17.07
"2024-09-13",93.05,2.05,69.84,16.56
"2024-09-16",93.62,2.03,70.88,17.14
"2024-09-17",93.6,1.97,71.72,17.61
"2024-09-18",93.33,1.93,70.66,18.23
"2024-09-19",93.74,1.86,72.75,16.33
"2024-09-20",93.29,1.91,72.92,16.15
"2024-09-23",93.29,1.9,72.25,15.89
"2024-09-24",93.41,1.95,73.29,15.39
"2024-09-25",92.86,1.92,71.48,15.41
"2024-09-26",92.99,1.88,69.01,15.37
"2024-09-27",93.42,1.91,70.27,16.96
"2024-09-30",93.58,1.89,69.92,16.73
"2024-10-01",93.19,1.93,72.11,19.26
"2024-10-02",92.98,1.92,72.76,18.9
"2024-10-03",92.6,1.89,75.73,20.49
"2024-10-04",92.51,1.76,76.35,19.21
"2024-10-07",91.83,1.81,79.2,22.64
"2024-10-08",91.98,1.85,75.79,21.42
"2024-10-09",91.83,1.81,75.25,20.86
"2024-10-10",91.94,1.85,77.77,20.93
"2024-10-11",92.06,1.84,77.49,20.46
"2024-10-14",92.25,1.83,75.93,19.7
"2024-10-15",92.24,1.8,72.76,20.64
"2024-10-16",92.73,1.79,72.4,19.58
"2024-10-17",91.88,1.78,72.62,19.11
"2024-10-18",92.09,1.78,71.38,18.03
"2024-10-21",91.18,1.78,72.26,18.37
"2024-10-22",91.23,1.83,73.98,18.2
"2024-10-23",90.63,1.85,73.55,19.24
"2024-10-24",91,1.83,73.06,19.08
"2024-10-25",91.26,1.79,74.23,20.33
"2024-10-28",91.09,1.72,70.43,19.8
"2024-10-29",91.56,1.76,69.66,19.34
"2024-10-30",91.46,1.71,71.36,20.35
"2024-10-31",90.66,1.8,73.08,23.16
"2024-11-01",89.88,1.75,72.02,21.88
"2024-11-04",90.27,1.79,74.29,21.98
"2024-11-05",90.55,1.78,74.73,20.49
"2024-11-06",90.26,1.68,74.54,16.27
"2024-11-07",91.25,1.69,74.66,15.2
"2024-11-08",91.5,1.58,73.13,14.94
"2024-11-11",91.31,1.58,70.94,14.97
"2024-11-12",90.6,1.57,70.69,14.71
"2024-11-13",90.73,1.59,70.73,14.02
"2024-11-14",90.5,1.57,71.29,14.31
"2024-11-15",90.37,1.68,69.75,16.14
"2024-11-18",90.48,1.69,72.07,15.58
"2024-11-19",90.91,1.65,72.31,16.35
"2024-11-20",90.92,1.63,72.02,17.16
"2024-11-21",90.96,1.58,73.2,16.87
"2024-11-22",90.85,1.58,74.25,15.24
"2024-11-25",91.7,1.61,72.1,14.6
"2024-11-26",91.57,1.64,71.61,14.1
"2024-11-27",91.89,1.65,71.72,14.1
"2024-11-29",92.15,1.67,71.61,13.51
"2024-12-02",91.4,1.63,71.04,13.34
"2024-12-03",91.42,1.6,73.04,13.3
"2024-12-04",92.02,1.61,71.88,13.45
"2024-12-05",92.14,1.61,71.47,13.54
"2024-12-06",92.45,1.62,70.24,12.77
"2024-12-09",91.98,1.62,71.17,14.19
"2024-12-10",92.09,1.63,71.4,14.18
"2024-12-11",92.04,1.61,73.33,13.58
"2024-12-12",91.56,1.63,73.21,13.92
"2024-12-13",91.09,1.65,74.21,13.81
"2024-12-16",90.91,1.65,73.7,14.69
"2024-12-17",90.86,1.71,73.3,15.87
"2024-12-18",89.33,1.69,72.94,27.62
"2024-12-19",88.69,1.86,72.61,24.09
"2024-12-20",89.56,1.82,73.1,18.36
"2024-12-23",89.08,1.81,73.06,16.78
"2024-12-24",89.47,1.82,73.65,14.27
"2024-12-26",89.38,1.83,73.13,14.73
"2024-12-27",89.3,1.8,73.85,15.95
"2024-12-30",89.21,1.9,74.82,17.4
"2024-12-31",89.04,1.86,75.55,17.35
"2025-01-02",89.34,1.83,76.93,17.93
"2025-01-03",89.5,1.76,77.92,16.13
"2025-01-06",89.54,1.71,77.3,16.04
"2025-01-07",89.18,1.75,78.17,17.82
"2025-01-08",89.25,1.79,77.3,17.7
"2025-01-10",88.77,1.75,80.64,19.54
